AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5
Dog,Bulldog,3.5,22.1,Not vaccinated,Fever,Diarrhea,Vomiting,Blood from mouth,Shock
cat,Sphynx,7.3,2.5,Dental issues,Anorexia,Recumbency,Anorexia,Weakness,Vomiting
cat,Persian,2.9,3.3,Previous heart condition,Fever,Diarrhea,Tremor of head and neck,Vomiting,Weakness
cat,British Shorthair,10.7,3.4,Recent surgery,Sneezing,Diarrhea,Pain,Diarrhea,Enlarged Thymus
Dog,Labrador Retriever,8.4,25.1,Skin conditions history,lameness,Coughing,Coughing,Sneezing,Coughing
cat,Mixed Breed,2.4,6.1,Skin conditions history,Fever,Eye ulcer,Congestion,Depression,Pink eye
cat,Bengal,17.1,5.2,Chronic illness,Tenderness,Erythema,Swelling ,Scartch,Pain
Dog,Labrador Retriever,6.3,25.7,No previous conditions,Vomiting,Lethargy,Weakness,Pain,Pain
Dog,Yorkshire Terrier,5.2,5.2,No previous conditions,Coughing,Vomiting,Fever,Lethargy,Fever
cat,Persian,5.6,6.6,Allergies,Teeth griding,Apathy,Dehydration,Ruminal stasis,Watery faeces
cat,Ragdoll,0.5,6.5,Previous heart condition,Unilateral Nasal discharge,Fever,Weakness,Vomiting,Lethargy
Dog,German Shepherd,13.5,38.6,Previous kidney disease,Restlessness,Weakness,Blue straws,Death,Pain
cat,British Shorthair,10.0,5.1,No previous conditions,Sneezing,Anorexia,reduced appetite,Discharge ,Pain
Dog,Mixed Breed,6.1,24.3,Previous heart condition,Lacrimation,Dullness,Seizures,Coughing,Diarrhea
cat,Maine Coon,3.0,7.8,Skin conditions history,lllthrift,Bottle jaw,Strange behaviour,Aneamia,Jaundice
Dog,Mixed Breed,2.4,11.5,Skin conditions history,Barren ewes,Abortion,Poor conformation,Hairy Fleeces,Weight loss
Dog,German Shepherd,3.2,37.0,No previous conditions,Retained Placenda,Weakness,Weakness,Weakness,Coughing
cat,Sphynx,10.8,7.4,No previous conditions,Bloody Urine,Diffculty breathing,Vomiting,Weight loss,Anorexia
Dog,Labrador Retriever,7.1,33.9,Chronic illness,Lethargy,Pain,Pain,Tarry Stool,Pain
Dog,Beagle,12.2,27.4,Recent surgery,Ulcers,Diarrhea,Back Pain,Tarry Stool,Enlarged lymph nodes
Dog,Mixed Breed,7.2,9.6,Allergies,Diarrhea with muscus,Tensemus,Nose Bleeds,Flatulence,Pains
Dog,Poodle,2.5,8.9,Previous kidney disease,Lethargy,Coughing,Fever,Diarrhea,Blue Eye
cat,Mixed Breed,2.7,7.6,Previous kidney disease,Coughing,Vomiting,Weakness,Paralyzed leg,Pain
cat,Ragdoll,0.5,6.3,Allergies,paresis,Coughing,Attacks,Pain,Coughing
cat,Bengal,16.2,5.3,Dental issues,Vomiting,Fever,Pain,Pain,Coughing
Dog,Poodle,7.4,6.0,Dental issues,Coughing,Fever,Depression,Swelling of face or leg,Pains
Dog,Bulldog,9.5,18.3,Skin conditions history,Depression,Weight Loss,Diarrhea,Scratches,Fever
cat,Persian,5.3,6.3,Skin conditions history,Fever,Lethargy,Blindness,Inappentence,Increased in breathing
Dog,Boxer,1.8,21.1,Skin conditions history,Vomiting,Weight loss,Weight loss,Anorexia,Fever
Dog,Poodle,14.6,7.7,Previous kidney disease,Coughing,Lethargy,Sneezing,Nose Bleeds,Sneezing
Dog,German Shepherd,12.2,31.7,Not vaccinated,abnormalalities,Pain,Fever,Diarrhea,Reduce Reproductive potential
cat,Ragdoll,8.6,7.1,Dental issues,Fever,Weight loss,Vomiting,Diarrhea,Weight loss
Dog,Yorkshire Terrier,5.7,3.4,Skin conditions history,Malpresentation,Fetopelvic dispropotion,Uteria inertia,Pains,Death
Dog,Mixed Breed,10.7,10.6,Chronic illness,Rhinitis,Pneumonia ,Septicemia,Torticollis,abscessess
Dog,Yorkshire Terrier,10.4,6.7,No previous conditions,Upset stomach,Loss of appetite,Nause,Weight loss,Abdonormal pain
cat,Ragdoll,4.9,6.9,Vaccinated,fever,mild colic,loss of tail tone,loss of appetite,depression
cat,Bengal,12.1,2.8,No previous conditions,sudden death,difficulty breating,trembling,Staggering,high temperature
Dog,Yorkshire Terrier,9.0,3.9,Previous kidney disease,Weight loss,Anorexia,Fever,Vomiting,Pain
cat,Bengal,1.7,7.1,Dental issues,Weakness,Pain,Dullness,Pain,Weakness
Dog,Poodle,8.1,8.0,Recent surgery,Vomiting,Sensitivity to bright light,Vomiting,Weakness,Diarrhea
cat,Bengal,7.2,7.5,Recent surgery,Vomiting,Blood in urine,Coughing,Weakness,Fever
cat,Siamese,12.9,4.0,Dental issues,Poor growth,Enlargement of bones,Weigth bearing long bones,Short stature,Lameness
cat,Bengal,7.7,5.2,Skin conditions history,Diarrhea,Weakness,Vomiting,Hyperesthesia,Weight loss
cat,Ragdoll,15.2,7.3,Recent surgery,wasting,stumbling,listlessness,drooling,urination problem
Dog,Bulldog,6.3,20.3,Allergies,Anorexia,Sneezing,Fever,Sneezing,Loss of wool
cat,Ragdoll,4.7,9.4,Previous kidney disease,Dejection,Loss of appetite,Slow growth,Diarrhea,Lesion
cat,Maine Coon,10.3,7.5,Previous kidney disease,Swollen left abdomen,Lying Down,Staggering,Urination,Extension of neck
cat,Persian,15.0,6.4,Recent surgery,Swelling,Tears,Wool loss,Loss of appetite,Death
Dog,Yorkshire Terrier,4.7,8.8,Dental issues,Heavy Breathing,Yellow in beak,Tail_Bobbing,Weakness,Sleeping Excessively
cat,British Shorthair,2.6,3.2,Skin conditions history,Red Tinge,Slim over the shell,Bad smell,Easily damage shell,Flaking of the Scutes
cat,Mixed Breed,5.0,5.2,Dental issues,lllthrift,Bottle jaw,Strange behaviour,Aneamia,Jaundice
Dog,Bulldog,10.4,20.3,No previous conditions,Diarrhea,paresis,paralysis,Stomach cramps,Weakness
Dog,Rottweiler,7.9,40.7,Previous heart condition,Vomiting,Vomiting,Sneezing,Lethargy,Coughing
cat,Scottish Fold,0.5,6.7,Previous heart condition,Lethargy,Vomiting,Pain,Weight loss,Diarrhea
Dog,Golden Retriever,9.8,31.5,Previous kidney disease,Fever,Coughing,Anorexia,experiencing changes in weight,Fever
Dog,Golden Retriever,15.0,37.9,Previous heart condition,Anorexia,Anorexia,Milky Hard,Itchiness,Coughing
cat,British Shorthair,14.7,3.5,Allergies,Weakness,Sneezing,respiratory noise,Reduce feed,Hyperexcitability
cat,Mixed Breed,4.8,5.4,Previous heart condition,lllthrift,Bottle jaw,Strange behaviour,Aneamia,Jaundice
cat,Siamese,18.0,6.5,Parasite history,Greenish diarrhea,Swelling,Weight loss,Stained Wool,Fever
Dog,Mixed Breed,2.7,23.9,Previous kidney disease,Anorexia,Anversion to light,Weakness,Weight loss,Pain
cat,Ragdoll,2.2,7.6,Allergies,Sneezing,Anorexia,Fever,Anorexia,Sneezing
cat,Siamese,0.6,5.8,Dental issues,Pain,Pain,Weakness,Vomiting,Sneezing
Dog,German Shepherd,5.4,38.9,Previous kidney disease,Swelling,Heat,Flank,Pain,Nasal Discharge
Dog,Mixed Breed,0.5,12.4,Previous heart condition,Weakness,Vomiting,Lethargy,Weakness,Reduce Lamp marking
cat,Siamese,3.1,4.4,Recent surgery,Dribbling of saliva,Lethargy,Weakness,Weight loss,Weakness
cat,Mixed Breed,18.0,6.6,Skin conditions history,Diarrhea,Pain,Fever,Pain,Fever
cat,British Shorthair,7.0,4.8,Chronic illness,Limping,Skin colour change,Flabby,Raw,Sensitive to touch
cat,Ragdoll,14.6,5.0,Recent surgery,Weakness,Constant pacing,Retarded Growth,Diarrhea,Stumbling
cat,British Shorthair,13.6,3.6,Allergies,Sneezing,Epistaxis,Coughing,Difficulty in breathing,Nasal Discharge
Dog,Rottweiler,8.2,32.6,Previous heart condition,Fever,Reduce growth,Edema in lower jaw,Weight loss,Anemia
cat,Sphynx,14.9,7.2,Not vaccinated,Sneezing,Lethargy,Diarrhea,Lethargy,Pain
Dog,Poodle,6.5,5.4,Dental issues,Kick,difficulty swallowing,Weakness,Diarrhea,Lethargy
cat,Siamese,14.6,4.1,Previous kidney disease,Lethargy,Pain,Severe headache,Sneezing,Anorexia
cat,Persian,13.6,7.5,Previous kidney disease,Vomiting,Behaviour change,Fever,Sneezing,Redness of white of the eye
Dog,Rottweiler,7.3,42.7,Skin conditions history,Weakness,Pain,Sneezing,Weakness,Vomiting
Dog,Mixed Breed,2.7,22.1,No previous conditions,Coughing ,panting,"facial swelling,",Production of mucus,Fatigue
Dog,Golden Retriever,13.0,25.3,Skin conditions history,Pain,Fever,Weakness,Difficulty in feeding,Anorexia
cat,British Shorthair,2.5,4.9,No previous conditions,Coughing,Pain,Pain,Recumbency,Anorexia
Dog,Mixed Breed,10.4,5.0,Recent surgery,Holding limbs off the ground,Vomiting,Vomiting,Coughing,Lethargy
cat,Bengal,15.6,6.6,Vaccinated,Vomiting,Vomiting,Sneezing,Small intestines,Coughing
cat,Siamese,1.9,3.8,Recent surgery,Fever,Body stiffness,Lethargy,Severe inflammation,Pain
Dog,Rottweiler,14.3,38.9,Dental issues,Loss od appetite,Wheezing,Seizuers,Skin rashes,Fatique
cat,Bengal,10.9,4.9,Recent surgery,Lack of coordination,Painfull to touch,Circling,Depression,Fever
Dog,Bulldog,5.7,16.9,Allergies,Reluctant Move,Loss of Appetite,Lameness,Death,Weakness
cat,Bengal,12.1,3.3,Previous kidney disease,sudden death,high temperature,difficulty breating,Staggering,trembling
Dog,Yorkshire Terrier,5.8,3.0,Vaccinated,Weakness,Sneezing,Weakness,Weakness,Signs in ewe
cat,Ragdoll,9.5,5.3,Allergies,wasting,stumbling,listlessness,drooling,urination problem
Dog,Poodle,2.9,7.1,Parasite history,Weakness,Lethargy,Sneezing,Sneezing,Red skin
cat,Siamese,0.5,5.9,Dental issues,Pain,Swollen kidney,Sneezing,Weakness,Coughing
cat,Persian,5.6,6.2,Allergies,Teeth griding,Apathy,Dehydration,Ruminal stasis,Watery faeces
cat,Maine Coon,4.9,7.1,Previous heart condition,Skin rashes,Diarrhea,Death,Facial edema,Pain
Dog,Poodle,1.9,3.0,Skin conditions history,Weight loss,Anorexia,Weakness,Coughing,Weight loss
Dog,German Shepherd,0.5,26.2,Not vaccinated,Sneezing,Fever,Vomiting,Pain,Fever
Dog,Yorkshire Terrier,7.5,5.4,Skin conditions history,stop eating,stop drinking,change their normal behaviour,Weight loss,Pains
Dog,Rottweiler,2.0,45.0,No previous conditions,gasping for air,difficulty swallowing,extending its neck,gasping for breath,gasping for breath
cat,Siamese,0.7,3.5,Skin conditions history,Fever,Difficulty in breathing,Coughing,Sneezing,Seizures
cat,British Shorthair,13.8,6.3,Skin conditions history,Facial edema,Loss of earing,Vomiting,Head ache,Throat and Ear pain
cat,Siamese,4.6,4.7,No previous conditions,Pain,Anorexia,Anorexia,Lethargy,Anorexia
cat,Sphynx,8.8,4.4,Recent surgery,Weight loss,Weakness,Nervous,Liquid Dropping,Lethargy
Dog,Labrador Retriever,5.3,31.7,Recent surgery,Sneezing,Coughing,Weakness,Severe,Vomiting
Dog,Rottweiler,9.0,36.6,Chronic illness,Apathy,Congestion,Dilation of duodenum,Depression,Cloacal pasting
Dog,Beagle,9.1,24.9,Previous heart condition,Weakness,Pain,Ulcers,Rump,Diarrhea
Dog,Bulldog,0.5,19.1,No previous conditions,Weakness,Bluish white opacity,Fever,Weight loss,Sneezing
cat,Ragdoll,12.0,6.0,Chronic illness,Facial edema,Rhinorrhea,Coughing,Fever,Dyspnea
cat,Ragdoll,1.0,8.6,Skin conditions history,Mortality,Painfull,Coughing,Weight loss,Nasal Discharge
Dog,Poodle,14.5,4.1,Recent surgery,Dark or black face,Stomach  cramps,Sneezing,Weakness,Sneezing
Dog,Boxer,5.6,20.7,Vaccinated,Weakness,Weakness,Diarrhea,Sneezing,Anorexia
Dog,German Shepherd,3.6,41.0,Skin conditions history,Fever,Loss of  appetite,Reduce Energy,Lameness,Swelling of joints
cat,Persian,8.7,7.0,Not vaccinated,Difficulty in breathing,Depression,Cessation of eructation,Colic,Anorexia
Dog,Beagle,3.7,23.3,Dental issues,Weight loss,Discharge from ear,Roughened,Weakness,Coughing
cat,Maine Coon,5.5,7.0,No previous conditions,Weight loss,Tears,Fever,Lethargy,Vomiting
Dog,Yorkshire Terrier,8.2,3.0,Not vaccinated,Lethargy,Fever,Pain,Bloody in feather,Pain
Dog,Labrador Retriever,1.5,37.5,Chronic illness,cough ,gasping for air,Weight loss,gasping for breath,extending its neck
cat,Mixed Breed,4.1,2.9,Recent surgery,Loss of eat,Fell unwell,Lethargy,Weight loss,Skin issue
Dog,German Shepherd,13.0,34.1,Previous kidney disease,stop eating,stop drinking,change their normal behaviour,Lameness,Pains
cat,Scottish Fold,8.7,4.4,Previous kidney disease,Normal appetite,Diarrhea,Swelling may occur under jaw,Weight loss,Drop in milk production
Dog,Boxer,2.2,29.1,Parasite history,Bleeding from other parts of the body,confusion,Nasal discharge,loss of alertness, dizziness and fainting
Dog,Beagle,7.3,20.3,Chronic illness,Lethargy,Anorexia,Anorexia,Weakness,Anorexia
Dog,Labrador Retriever,12.4,31.6,Recent surgery,Limping,Skin colour change,Flabby,Raw,Sensitive to touch
Dog,Rottweiler,0.5,39.1,Previous kidney disease,Pain,Lethargy,Pain,Diarrhea,Fever
cat,Scottish Fold,15.6,3.3,Not vaccinated,Fever,Depression,Attack,Bite other animals,Pain
Dog,Beagle,4.2,25.7,No previous conditions,Fever,paralysis,Vomiting,Redness on ear,Diarrhea
cat,Maine Coon,5.2,7.6,Previous heart condition,Pain,Sneezing,Lethargy,Poor appetite,Pain
cat,Ragdoll,12.9,8.2,Previous heart condition,Sneezing,Anorexia,Diarrhea,Fever,Weight loss
Dog,Poodle,9.0,5.8,Allergies,Lethargy,Flock Moratality,Pain,Weight loss,Vomiting
cat,Mixed Breed,2.5,6.5,Skin conditions history,Fever,Eye ulcer,Congestion,Depression,Pink eye
cat,Sphynx,15.9,7.3,Allergies,Pain,Pain,Weight loss,Weakness,Anorexia
cat,Persian,7.9,5.2,Dental issues,Fever,Coughing,stomatitis,Fever,Sneezing
Dog,Mixed Breed,14.4,22.7,Chronic illness,Fever,Uncharacteristic hiding,Depression,Dehydration,Stopped eat
Dog,Yorkshire Terrier,5.7,6.2,Skin conditions history,Coughing,Vomiting,Ulcerated skin,Weight loss,Weight loss
Dog,Poodle,6.2,8.0,Parasite history,Fluffed Feather,Loss of appetite,Coughing,Vomiting,Snoring
Dog,Golden Retriever,1.6,45.0,Vaccinated,Pain,Vomiting,Coughing,Sneezing,Sickness
Dog,Labrador Retriever,5.3,45.0,Dental issues,Diarrhea,Red Diarrhea,Dull,Appetite varies,Vomiting
Dog,Bulldog,11.5,19.1,Not vaccinated,paresis,Stomach cramps,Diarrhea,Weakness,paralysis
Dog,Mixed Breed,3.9,29.9,Skin conditions history,Fever,Diarrhea,Swelling,Weight loss,Pain
cat,Siamese,15.4,4.9,Vaccinated,Weight loss,Death,Cell Damage,Pruritis,Behaviour change
Dog,Labrador Retriever,10.1,43.9,Previous kidney disease,Skin color change,Crusty,Scaly skin,Irritation,Blister
Dog,Boxer,6.6,19.3,Previous heart condition,Skin colour change,Vomiting,Diarrhea,Weakness,Smell
Dog,Labrador Retriever,0.7,38.1,No previous conditions,Diarrhea,Weakness,unable to urinate,Weight loss,Fever
cat,Persian,5.5,8.0,Parasite history,Coughing,Lepatomegaly,Pain,Fever,Nause
cat,Persian,11.2,6.1,Vaccinated,Sneezing,Weight loss,Weakness,Stealing ,Weakness
Dog,Boxer,14.8,25.7,Chronic illness,Fever,Difficultty in Breathing,Yellow Eye,Sneezing,Diphtherictic
Dog,German Shepherd,3.8,36.1,Skin conditions history,Loss of  appetite,Reduce Energy,Lameness,Swelling of joints,Fever
cat,Maine Coon,4.2,6.6,Skin conditions history,Anorexia,Distinctive bumps,Anorexia,Sneezing,Pain
Dog,Boxer,2.5,29.3,Dental issues,Nausea,Constipation,Diarrhea,Abdminal pain,Indigestion
Dog,Poodle,8.0,3.7,Parasite history,Pyrexia,Oral lesion,Swelling,Lameness,Death
cat,Ragdoll,7.1,6.3,Allergies,Diarrhea,Mucus discharge from the eye,Fever,Pain,Anorexia
Dog,Beagle,11.5,23.0,No previous conditions,Pain,Diarrhea,Painfull Swalling,Sneezing,Fever
Dog,Poodle,7.2,7.0,Parasite history,Fever,Weight loss,Fever,Weakness,Weight loss
cat,Bengal,4.1,6.2,Dental issues,Blood stool,Diarrhea,Coughing,Weight loss,Anemia
cat,Sphynx,16.3,5.4,Previous heart condition,Fever,Weakness,Lethargy,Milky Hard,Anorexia
cat,Bengal,6.2,6.3,Dental issues,Weakness,Coughing,Decreased appetite,stumbling,Diarrhea
Dog,Boxer,13.8,26.3,Vaccinated,Diarrhea,Vomiting,Lethargy,Pain,Anorexia
cat,Scottish Fold,13.0,4.8,Parasite history,Fever,Reduce growth,Weight loss,Weight loss,Vomiting
Dog,Poodle,1.8,7.3,No previous conditions,Swollen,Shaking oh head,Splenomegaly,Lepatomegaly,Vomiting
cat,Scottish Fold,13.1,5.3,Not vaccinated,Weakness,Vomiting,Blue Eye,Vomiting,Pain
cat,Bengal,6.8,6.5,Dental issues,wasting,stumbling,listlessness,drooling,urination problem
cat,Scottish Fold,11.4,6.4,Parasite history,Sneezing,Fever,Weight loss,Coughing,Lethargy
cat,Scottish Fold,16.3,3.7,Skin conditions history,Tremor of head and neck,Blindness,Kicking at the belly,Exercise in tolerance,Pains
Dog,Labrador Retriever,1.2,31.5,Skin conditions history, abortion at the end of gestation,Fatigue,weak calves,Join pains,Swelling of internal organs
Dog,Bulldog,9.0,18.8,Parasite history,Sneezing,Sneezing,Weight loss,Sneezing,Lethargy
Dog,Boxer,2.5,27.5,Skin conditions history,Lesions in the nasal cavity,Lesions on nose,Nose Bleeds,Noisy Breathing,Lesions on nose
Dog,Yorkshire Terrier,4.1,7.5,Chronic illness,Fever,Pain,Constipation,Diarrhea,Vomiting
cat,Ragdoll,12.1,5.9,Previous heart condition,Fever,Pneumonia ,Congestion,Lethargy,Nasal Discharge
cat,Sphynx,1.5,4.7,Allergies,Fever,Anoxeria,Weight loss,Lethargy,Pain
Dog,Golden Retriever,0.5,33.1,Previous kidney disease,Diarrhea,Weakness,Eye become dull,Anorexia,Coughing
Dog,Boxer,10.5,28.2,Skin conditions history,Emaciation,Edema in lower jaw,Coughing,Shivering,Anemia
cat,Mixed Breed,8.4,7.3,Dental issues,Lethargy,Pain,Weight loss,Diarrhea,Loss of appetite
cat,British Shorthair,14.8,6.8,No previous conditions,swelling,Pain,Vomiting,Weakness,Diarrhea
Dog,Mixed Breed,14.4,34.1,Allergies,Weakness,Vomiting,Hardness,Diarrhea,Vomiting
cat,Sphynx,10.2,3.2,No previous conditions,Poor condition,Enlarged lymph nodes,Diarrhea,Weight loss,Pain
cat,Scottish Fold,10.2,5.2,Skin conditions history,Anorexia,Coughing,Anorexia,Lethargy,Weakness
Dog,Poodle,3.7,5.7,Chronic illness,Less Eat,Half-closed eye,Headache,Seizures,Puffed_up Feather
cat,Sphynx,16.0,5.8,Vaccinated,Weakness,Coughing,Extension of neck,ruffled feathers,Lethargy
Dog,Poodle,5.5,3.7,Vaccinated,Edema,Vomiting,Anorexia,Vomiting,Coughing
Dog,Yorkshire Terrier,2.1,5.8,Not vaccinated,Fever,Death,Coughing,Weight loss,Nasal Discharge
Dog,Rottweiler,0.5,31.9,Recent surgery,Signs in ewe,Torticollis,Warm,Vomiting,Weakness
cat,Scottish Fold,2.6,4.0,Vaccinated,Fever,Diarrhea,Muscle twiching,Lameness,Weight loss
Dog,Rottweiler,13.4,26.3,No previous conditions,Facial muscle twitching,Muscle pain,abnormalalities,Constant pacing,Blindness
cat,Ragdoll,4.9,7.4,Dental issues,Fever,Ulcer on gum,Red eye,Yellowish Discharge,Bloody Diarrhea
cat,Bengal,15.6,4.2,Vaccinated,Coughing,Diarrhea,Anorexia,Weight loss,Diarrhea
Dog,Mixed Breed,11.9,35.4,Chronic illness,Anorexia,SkinAllergy,Anorexia,Pain,Vomiting
Dog,Bulldog,7.3,16.2,Previous kidney disease,swollen,red-colored ,hot udder,Milk getting out more watery,Milk getting out more thick
cat,Persian,7.7,4.0,Skin conditions history,Head ache,Dizzines,Vomiting,Anemia,Nausea
cat,Ragdoll,6.6,7.5,No previous conditions,Diarrhea,Sneezing,Ulcerated skin,Pain,Weakness
Dog,Poodle,5.4,7.8,Skin conditions history,Diffculty breathing,Weakness,Lethargy,Pain,Loss of  appetite
Dog,Labrador Retriever,2.5,34.2,Dental issues,Pain,Swelling of neck,Oedema,Swelling of face or leg,Weight loss
Dog,German Shepherd,0.9,42.8,Dental issues,Fever,Diarrhea,Muscus,Weight loss,Death
Dog,Golden Retriever,0.5,41.2,Not vaccinated,Sneezing,Diarrhea,Vomiting,Coughing,Pain
Dog,Bulldog,8.6,21.9,Recent surgery,Diarrhea,Depression,Fever,Weight Loss,Scratches
Dog,Labrador Retriever,14.3,37.9,Allergies,Fever,Diarrhea,Coughing,Tiredness,Pains
cat,Maine Coon,12.5,6.2,Previous heart condition,fever,loss of appetite,respiratory noise,Weight loss,depression
Dog,Rottweiler,7.1,35.7,Parasite history,Coughing,Difficult in respiration,Anorexia,Vomiting,Coughing
cat,Bengal,11.5,6.0,Not vaccinated,Erythema,Fever,Diarrhea,Lethargy,Diarrhea
Dog,Yorkshire Terrier,1.0,10.8,Dental issues,Swelling on leg,Painfull,Poor Appetite,Broken Bones,Nasal Discharge
cat,Maine Coon,10.2,6.4,No previous conditions,Speech delay,loss of alertness,Coughing,Pain,Anorexia
Dog,Poodle,1.4,8.7,Dental issues,Cessation of eructation,Depression,Anorexia,Difficulty in breathing,Colic
cat,Sphynx,11.7,4.5,Parasite history,Diarrhea,Coughing,Tarry Stool,Lethargy,Eye closed
Dog,Rottweiler,3.8,43.9,Skin conditions history,Fever,Convulsion,Sudden death,Urine retention,Weight loss
Dog,Labrador Retriever,10.9,39.2,Not vaccinated,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains
cat,Scottish Fold,2.4,4.5,Previous heart condition,Sneezing,Vomiting,Fever,Pain,Vomiting
cat,Ragdoll,7.8,7.6,Parasite history,Fever,Diarrhea,Clearly unthrifty,Weight loss,Good appetite
Dog,Golden Retriever,10.2,28.2,Skin conditions history,Coughing,Coughing,Coughing,Vomiting,Fever
cat,Maine Coon,4.4,8.0,Previous heart condition,Weakness,Difficulty in Walk,Vomiting,Appetite,Vomiting
cat,Bengal,9.3,5.7,Previous kidney disease,Weight loss,Anorexia,Vomiting,Wart-like growth,Vomiting
cat,Mixed Breed,14.4,3.9,Dental issues,Fever,Rhinorrhea,Coughing,Sneezing,Dehydration
cat,Persian,15.7,6.0,Skin conditions history,Swelling,Loss of appetite,Wool loss,Tears,Death
Dog,Rottweiler,6.5,29.8,Vaccinated,Isolation from flock,Stealing ,Nesting behaviour,Pawing at bedding,Pains
Dog,Golden Retriever,3.3,34.9,Vaccinated,Vomiting,Tender to touch,Weakness,Sneezing,Sneezing
cat,Scottish Fold,10.4,3.6,Dental issues,Vomiting,Anorexia,Weakness,Speech delay,Vomiting
Dog,Rottweiler,5.3,25.6,Skin conditions history,paresis,paralysis,Weakness,Stomach cramps,Diarrhea
Dog,Rottweiler,14.5,38.8,Not vaccinated,Lethargy,Loss of appetite,Swelling,Nasal Discharge,Blindness
Dog,Mixed Breed,2.6,21.1,Skin conditions history,Coughing ,panting,"facial swelling,",Production of mucus,Fatigue
cat,Sphynx,14.6,4.5,Chronic illness,Fever,Diarrhea,loss of appetite,Colic,Weakness
cat,Maine Coon,17.1,9.9,Chronic illness,Wether restless,Kicking,Normal appetite,Attempt to urinate,Pains
Dog,Poodle,6.2,6.0,No previous conditions,Fever,Tiredness,Headache,Skin rashes,Pain
cat,Siamese,2.0,4.2,Parasite history,Skin issue,Lession on cat skin,Red patches,Dandruff in cat coat,Hair loss
cat,Maine Coon,13.6,7.9,Recent surgery,Small red bumps,Pneumonia ,Septic Arthritis,Skin infection,Pain
cat,Mixed Breed,1.1,2.5,Previous heart condition,Pain,Lethargy,Anorexia,Vomiting,Pain
Dog,Labrador Retriever,1.4,39.7,Vaccinated,Diarrhea,Anorexia,egg production decreases,Sneezing,diarrhea
cat,Maine Coon,10.6,8.3,Previous heart condition,Diarrhea,Lethargy,Coughing,Fever,Vomiting
cat,Mixed Breed,7.8,3.6,Skin conditions history,Swelling on leg,Heat,Hardness,Redness,Pain
cat,Ragdoll,4.5,7.5,Previous kidney disease,Dejection,Loss of appetite,Slow growth,Diarrhea,Lesion
cat,Siamese,9.6,6.4,Not vaccinated,Fever,Shortness of breath,Diarrhea,Lethargy,Coughing
Dog,Golden Retriever,13.2,29.7,Recent surgery,Fever,Anorexia,Weakness,Coughing,Weight loss
cat,British Shorthair,0.5,4.2,Skin conditions history,Coughing,Noisy Breathing,Vomiting,Willnot run to jump,Weight loss
Dog,Bulldog,9.4,28.1,Vaccinated,Coughing,Weakness,Nostrils,Fever,Pruritis
Dog,Mixed Breed,15.0,40.0,Previous kidney disease,Vomiting,Pain,Slow growth,Sneezing,Vomiting
Dog,Bulldog,5.1,26.8,Not vaccinated,wasting,Weight loss,Coughing,Moist,Anorexia
cat,Maine Coon,8.3,7.1,Not vaccinated,Sneezing,Lethargy,Straining,Sneezing,Septic Arthritis
Dog,Rottweiler,0.7,36.2,Dental issues,Severe headache,Paresis,Vomiting,Weight loss,Tail Wagging
cat,Persian,6.2,4.8,Allergies,Anorexia,Loss of appettite,Sneezing,Diarrhea,Coughing
Dog,Golden Retriever,15.0,35.9,Previous heart condition,Pain,Diarrhea,Coughing,Chest Pain,Lethargy
Dog,Boxer,6.8,18.8,Previous heart condition,Pain,Lethargy,Sneezing,Gums,Diarrhea
Dog,Labrador Retriever,6.9,27.5,Not vaccinated,Tear produce,Bluish white opacity,weakness,Blindness,Aversion to light
cat,Scottish Fold,6.8,5.6,Dental issues,Diarrhea,Nausea,Vomiting,Gas,Abdominal discomfort
cat,Siamese,8.3,2.5,Allergies,Coughing,Fever,Weakness,Pain,Lethargy
cat,British Shorthair,10.7,7.5,Chronic illness,Head Pressing,Coughing,Pain,Anorexia,Sneezing
cat,Scottish Fold,6.0,6.4,Allergies,paresis,Sneezing,Weakness,Pain,Sneezing
cat,British Shorthair,13.8,3.9,Previous heart condition,Death,Emaciation,Diarrhea,Weight loss,Coughing
Dog,Labrador Retriever,5.9,36.4,Previous kidney disease,Vomiting,Greenish-yellow nasal discharge,Pain on face,Lack of pigmentation,Lethargy
cat,Persian,13.6,6.2,Previous kidney disease,undernutrition,drinking polluted water,listlessness,Staggering,anorexia
Dog,Beagle,9.0,28.8,Previous kidney disease,cough,sneeze,droopy wings,twisted neck,droopy wings
Dog,Golden Retriever,6.8,29.8,Chronic illness,Lethargy,Diarrhea,Diarrhea,Vomiting,Pain
Dog,Poodle,7.1,6.8,Previous kidney disease,Diarrhea,Weakness,Vomiting,Anorexia,Vomiting
Dog,Golden Retriever,12.1,38.0,Allergies,Fever,Weakness,Anorexia,Ulcerated muscle,Pain
cat,Bengal,5.6,3.5,Recent surgery,Fever,Diarrhea,Fever,Diarrhea,Weakness
Dog,Yorkshire Terrier,8.4,4.6,Skin conditions history,stop eating,stop drinking,change their normal behaviour,Weight loss,Pains
cat,Ragdoll,6.8,6.3,No previous conditions,Anorexia,Vomiting,Oedema,Weakness,Blue straws
cat,Mixed Breed,17.8,5.5,Allergies,Weight loss,Vomiting,Weakness,Lethargy,Vomiting
cat,Ragdoll,4.2,5.8,Dental issues,Sneezing,Anorexia,Sick,Diarrhea,Pain
